tourney_year_id;tourney_slug;tourney_round_name;match_id;round_order;match_order;match_time;match_duration;winner_name;winner_player_id;loser_name;loser_player_id;winner_sets_won;loser_sets_won;winner_games_won;loser_games_won;winner_tiebreaks_won;loser_tiebreaks_won;winner_aces;winner_double_faults;winner_first_serves_in;winner_first_serves_total;winner_service_points_won;winner_service_points_total;winner_first_serve_return_won;winner_first_serve_return_total;loser_aces;loser_double_faults;loser_first_serves_in;loser_first_serves_total;loser_service_points_won;loser_service_points_total;loser_first_serve_return_won;loser_first_serve_return_total
2017-580;australian-open;Finals;2017-580-f324-n409;1;1;03:38:00;218;Roger Federer;f324;Rafael Nadal;n409;3;2;24;20;0;0;20;3;85;138;91;138;41;110;4;3;110;151;92;151;20;85
2017-580;australian-open;Semi-Finals;2017-580-n409-d875;2;2;04:56:00;296;Rafael Nadal;n409;Grigor Dimitrov;d875;3;2;30;27;1;1;8;3;136;184;120;184;37;124;22;5;124;181;115;181;42;136
2017-580;australian-open;Semi-Finals;2017-580-f324-w367;2;1;03:05:00;185;Roger Federer;f324;Stan Wawrinka;w367;3;2;24;23;0;0;11;3;86;143;95;143;33;89;10;2;89;135;88;135;24;86
2017-580;australian-open;Quarter-Finals;2017-580-d875-gb88;3;3;02:13:00;133;Grigor Dimitrov;d875;David Goffin;gb88;3;0;18;9;0;0;9;4;62;96;61;96;14;44;7;3;44;94;49;94;16;62
2017-580;australian-open;Quarter-Finals;2017-580-n409-r975;3;1;02:44:00;164;Rafael Nadal;n409;Milos Raonic;r975;3;0;19;14;1;0;5;4;76;105;78;105;23;71;14;2;71;107;68;107;13;76
2017-580;australian-open;Quarter-Finals;2017-580-f324-z168;3;4;01:32:00;92;Roger Federer;f324;Mischa Zverev;z168;3;0;19;8;0;0;9;1;55;79;54;79;34;72;5;0;72;97;51;97;17;55
2017-580;australian-open;Quarter-Finals;2017-580-w367-t786;3;2;02:15:00;135;Stan Wawrinka;w367;Jo-Wilfried Tsonga;t786;3;0;19;13;1;0;4;2;58;107;73;107;12;46;7;3;46;86;51;86;17;58
2017-580;australian-open;Round of 16;2017-580-gb88-tb69;4;6;02:44:00;164;David Goffin;gb88;Dominic Thiem;tb69;3;1;24;17;1;0;15;2;70;125;84;125;24;77;13;5;77;128;76;128;19;70
2017-580;australian-open;Round of 16;2017-580-d875-i165;4;8;02:25:00;145;Grigor Dimitrov;d875;Denis Istomin;i165;3;1;21;15;1;0;7;1;72;98;74;98;25;72;14;1;72;104;62;104;14;72
2017-580;australian-open;Round of 16;2017-580-t786-e687;4;7;02:53:00;173;Jo-Wilfried Tsonga;t786;Daniel Evans;e687;3;1;24;17;0;1;17;2;81;122;91;122;27;100;9;11;100;143;89;143;15;81
2017-580;australian-open;Round of 16;2017-580-r975-bd06;4;2;02:49:00;169;Milos Raonic;r975;Roberto Bautista Agut;bd06;3;1;22;17;1;0;33;9;74;113;78;113;32;88;9;4;88;127;77;127;14;74
2017-580;australian-open;Round of 16;2017-580-z168-mc10;4;1;03:34:00;214;Mischa Zverev;z168;Andy Murray;mc10;3;1;24;18;0;0;7;2;91;137;81;137;33;95;10;6;95;145;80;145;31;91
2017-580;australian-open;Round of 16;2017-580-n409-mc65;4;5;02:56:00;176;Rafael Nadal;n409;Gael Monfils;mc65;3;1;22;16;0;0;2;1;74;101;70;101;26;75;15;10;75;130;74;130;21;74
2017-580;australian-open;Round of 16;2017-580-f324-n552;4;4;03:24:00;204;Roger Federer;f324;Kei Nishikori;n552;3;2;28;21;0;1;24;6;98;146;102;146;34;107;4;5;107;164;97;164;19;98
2017-580;australian-open;Round of 16;2017-580-w367-sa93;4;3;02:44:00;164;Stan Wawrinka;w367;Andreas Seppi;sa93;3;0;21;18;3;0;17;2;68;117;87;117;22;85;11;3;85;136;88;136;13;68
2017-580;australian-open;Round of 32;2017-580-sa93-d632;5;15;03:07:00;187;Andreas Seppi;sa93;Steve Darcis;d632;3;1;24;22;2;0;11;5;72;131;91;131;19;74;7;4;74;131;83;131;12;72
2017-580;australian-open;Round of 32;2017-580-mc10-q927;5;1;01:59:00;119;Andy Murray;mc10;Sam Querrey;q927;3;0;18;10;0;0;8;2;56;86;58;86;23;52;5;2;52;87;48;87;13;56
2017-580;australian-open;Round of 32;2017-580-e687-ta46;5;13;02:48:00;168;Daniel Evans;e687;Bernard Tomic;ta46;3;0;21;17;2;0;9;2;76;134;88;134;22;82;20;1;82;114;73;114;20;76
2017-580;australian-open;Round of 32;2017-580-gb88-k336;5;9;01:28:00;88;David Goffin;gb88;Ivo Karlovic;k336;3;0;18;9;0;0;3;3;39;66;56;66;16;58;25;3;58;78;49;78;2;39
2017-580;australian-open;Round of 32;2017-580-i165-cd85;5;14;03:27:00;207;Denis Istomin;i165;Pablo Carreno Busta;cd85;3;2;26;22;0;0;15;1;93;141;97;141;27;86;5;5;86;151;93;151;23;93
2017-580;australian-open;Round of 32;2017-580-tb69-pd31;5;6;02:24:00;144;Dominic Thiem;tb69;Benoit Paire;pd31;3;1;22;15;0;0;10;3;85;128;78;128;12;53;10;9;53;110;60;110;32;85
2017-580;australian-open;Round of 32;2017-580-mc65-k435;5;5;01:56:00;116;Gael Monfils;mc65;Philipp Kohlschreiber;k435;3;0;19;13;1;0;9;4;68;97;63;97;16;52;3;2;52;80;50;80;16;68
2017-580;australian-open;Round of 32;2017-580-d875-g628;5;12;02:02:00;122;Grigor Dimitrov;d875;Richard Gasquet;g628;3;0;18;9;0;0;11;4;70;95;66;95;21;49;3;4;49;82;44;82;13;70
2017-580;australian-open;Round of 32;2017-580-t786-sm25;5;10;03:33:00;213;Jo-Wilfried Tsonga;t786;Jack Sock;sm25;3;1;26;21;1;1;24;5;103;155;110;155;23;94;7;5;94;166;106;166;21;103
2017-580;australian-open;Round of 32;2017-580-n552-l797;5;4;02:11:00;131;Kei Nishikori;n552;Lukas Lacko;l797;3;0;18;12;0;0;5;3;46;76;58;76;14;60;12;1;60;106;61;106;8;46
2017-580;australian-open;Round of 32;2017-580-r975-sd32;5;2;02:35:00;155;Milos Raonic;r975;Gilles Simon;sd32;3;1;22;17;1;0;20;3;74;112;76;112;25;83;0;3;83;109;68;109;21;74
2017-580;australian-open;Round of 32;2017-580-z168-j267;5;16;02:21:00;141;Mischa Zverev;z168;Malek Jaziri;j267;3;1;22;10;0;0;7;3;53;88;57;88;26;68;4;6;68;123;61;123;15;53
2017-580;australian-open;Round of 32;2017-580-n409-z355;5;7;04:06:00;246;Rafael Nadal;n409;Alexander Zverev;z355;3;2;28;21;0;1;11;4;113;150;105;150;31;108;19;11;108;172;104;172;31;113
2017-580;australian-open;Round of 32;2017-580-bd06-f401;5;11;04:02:00;242;Roberto Bautista Agut;bd06;David Ferrer;f401;3;1;26;22;1;1;5;5;106;182;110;182;30;82;1;6;82;151;89;151;36;106
2017-580;australian-open;Round of 32;2017-580-f324-ba47;5;8;01:30:00;90;Roger Federer;f324;Tomas Berdych;ba47;3;0;18;10;0;0;8;2;41;70;56;70;9;52;12;3;52;81;52;81;2;41
2017-580;australian-open;Round of 32;2017-580-w367-t840;5;3;02:32:00;152;Stan Wawrinka;w367;Viktor Troicki;t840;3;1;22;16;1;0;16;4;71;117;76;117;22;70;7;8;70;122;68;122;19;71
2017-580;australian-open;Round of 64;2017-580-z355-td51;6;22;01:57:00;117;Alexander Zverev;z355;Frances Tiafoe;td51;3;0;18;9;0;0;9;6;55;99;67;99;21;55;4;2;55;83;50;83;14;55
2017-580;australian-open;Round of 64;2017-580-sa93-ke17;6;14;03:09:00;189;Andreas Seppi;sa93;Nick Kyrgios;ke17;3;2;29;27;0;1;16;4;86;149;106;149;31;119;29;8;119;171;115;171;20;86
2017-580;australian-open;Round of 64;2017-580-mc10-re44;6;1;01:37:00;97;Andy Murray;mc10;Andrey Rublev;re44;3;0;18;5;0;0;9;2;44;69;51;69;8;27;2;3;27;65;33;65;10;44
2017-580;australian-open;Round of 64;2017-580-pd31-f510;6;32;03:29:00;209;Benoit Paire;pd31;Fabio Fognini;f510;3;2;26;24;1;0;22;10;97;176;106;176;37;93;2;7;93;160;97;160;27;97
2017-580;australian-open;Round of 64;2017-580-ta46-e224;6;24;03:21:00;201;Bernard Tomic;ta46;Victor Estrella Burgos;e224;3;1;25;23;2;0;19;2;96;134;98;134;27;104;13;7;104;164;108;164;19;96
2017-580;australian-open;Round of 64;2017-580-e687-c977;6;7;02:58:00;178;Daniel Evans;e687;Marin Cilic;c977;3;1;22;17;0;0;5;7;83;143;88;143;20;64;14;4;64;110;68;110;26;83
2017-580;australian-open;Round of 64;2017-580-f401-e873;6;20;02:46:00;166;David Ferrer;f401;Ernesto Escobedo;e873;3;1;20;16;0;0;7;7;84;141;88;141;20;68;7;3;68;121;75;121;26;84
2017-580;australian-open;Round of 64;2017-580-gb88-s694;6;11;01:45:00;105;David Goffin;gb88;Radek Stepanek;s694;3;0;18;7;0;0;7;4;44;80;55;80;19;46;3;9;46;79;39;79;12;44
2017-580;australian-open;Round of 64;2017-580-i165-d643;6;2;04:49:00;289;Denis Istomin;i165;Novak Djokovic;d643;3;2;27;29;2;0;17;3;133;194;121;194;30;106;14;9;106;185;120;185;40;133
2017-580;australian-open;Round of 64;2017-580-tb69-tc61;6;8;02:44:00;164;Dominic Thiem;tb69;Jordan Thompson;tc61;3;1;24;14;0;1;12;4;64;113;81;113;29;67;5;1;67;123;70;123;12;64
2017-580;australian-open;Round of 64;2017-580-mc65-d801;6;6;01:57:00;117;Gael Monfils;mc65;Alexandr Dolgopolov;d801;3;1;19;13;0;0;20;5;62;92;60;92;24;72;6;5;72;123;67;123;13;62
2017-580;australian-open;Round of 64;2017-580-sd32-sc73;6;23;01:36:00;96;Gilles Simon;sd32;Rogerio Dutra Silva;sc73;3;0;18;6;0;0;3;5;47;67;51;67;21;50;1;3;50;81;42;81;6;47
2017-580;australian-open;Round of 64;2017-580-d875-ch27;6;15;02:36:00;156;Grigor Dimitrov;d875;Hyeon Chung;ch27;3;1;19;18;0;0;12;4;76;117;74;117;18;71;7;4;71;104;64;104;24;76
2017-580;australian-open;Round of 64;2017-580-k336-w630;6;19;02:01:00;121;Ivo Karlovic;k336;Andrew Whittington;w630;3;0;18;12;0;0;19;8;51;92;67;92;11;46;5;6;46;92;58;92;7;51
2017-580;australian-open;Round of 64;2017-580-sm25-ke29;6;21;02:15:00;135;Jack Sock;sm25;Karen Khachanov;ke29;3;0;18;11;0;0;8;5;62;107;71;107;17;58;10;6;58;111;63;111;12;62
2017-580;australian-open;Round of 64;2017-580-t786-l987;6;12;01:46:00;106;Jo-Wilfried Tsonga;t786;Dusan Lajovic;l987;3;0;18;7;0;0;15;2;45;79;55;79;27;57;2;0;57;85;43;85;7;45
2017-580;australian-open;Round of 64;2017-580-n552-ca12;6;5;02:06:00;126;Kei Nishikori;n552;Jeremy Chardy;ca12;3;0;18;10;0;0;2;0;61;88;56;88;22;54;5;5;54;94;48;94;20;61
2017-580;australian-open;Round of 64;2017-580-l797-sc56;6;31;02:16:00;136;Lukas Lacko;l797;Dudi Sela;sc56;3;1;20;15;0;0;8;1;65;118;73;118;25;67;5;5;67;98;58;98;20;65
2017-580;australian-open;Round of 64;2017-580-j267-bk92;6;30;01:37:00;97;Malek Jaziri;j267;Alexander Bublik;bk92;3;0;19;10;0;0;8;4;48;82;54;82;20;50;15;4;50;92;44;92;14;48
2017-580;australian-open;Round of 64;2017-580-r975-ma30;6;3;01:59:00;119;Milos Raonic;r975;Gilles Muller;ma30;3;0;19;13;1;0;21;3;61;95;71;95;21;65;7;1;65;93;62;93;10;61
2017-580;australian-open;Round of 64;2017-580-z168-i186;6;18;04:10:00;250;Mischa Zverev;z168;John Isner;i186;3;2;34;31;1;2;20;13;128;212;150;212;37;143;32;4;143;203;142;203;21;128
2017-580;australian-open;Round of 64;2017-580-cd85-e831;6;26;01:47:00;107;Pablo Carreno Busta;cd85;Kyle Edmund;e831;3;0;18;8;0;0;7;0;58;89;62;89;11;42;6;6;42;79;45;79;12;58
2017-580;australian-open;Round of 64;2017-580-k435-y124;6;28;01:51:00;111;Philipp Kohlschreiber;k435;Donald Young;y124;3;0;19;8;0;0;3;3;43;77;56;77;32;62;5;2;62;93;45;93;10;43
2017-580;australian-open;Round of 64;2017-580-n409-b837;6;9;02:13:00;133;Rafael Nadal;n409;Marcos Baghdatis;b837;3;0;18;7;0;0;5;0;64;80;56;80;20;53;8;4;53;98;49;98;18;64
2017-580;australian-open;Round of 64;2017-580-g628-b884;6;17;01:45:00;105;Richard Gasquet;g628;Carlos Berlocq;b884;3;0;18;3;0;0;2;5;39;71;50;71;18;38;2;1;38;72;31;72;10;39
2017-580;australian-open;Round of 64;2017-580-bd06-n732;6;13;02:09:00;129;Roberto Bautista Agut;bd06;Yoshihito Nishioka;n732;3;0;18;8;0;0;9;1;62;77;47;77;37;72;2;3;72;118;54;118;22;62
2017-580;australian-open;Round of 64;2017-580-f324-rc96;6;16;02:04:00;124;Roger Federer;f324;Noah Rubin;rc96;3;0;20;14;1;0;18;2;67;112;79;112;22;58;2;3;58;102;63;102;13;67
2017-580;australian-open;Round of 64;2017-580-w367-j386;6;4;01:51:00;111;Stan Wawrinka;w367;Steve Johnson;j386;3;0;18;11;0;0;12;4;55;88;66;88;23;67;5;0;67;93;58;93;8;55
2017-580;australian-open;Round of 64;2017-580-d632-sm37;6;29;02:33:00;153;Steve Darcis;d632;Diego Schwartzman;sm37;3;1;20;16;0;0;5;0;80;114;73;114;21;67;5;5;67;118;70;118;23;80
2017-580;australian-open;Round of 64;2017-580-ba47-h940;6;10;02:05:00;125;Tomas Berdych;ba47;Ryan Harrison;h940;3;0;19;11;1;0;15;2;48;75;59;75;22;68;6;11;68;129;68;129;5;48
2017-580;australian-open;Round of 64;2017-580-t840-l503;6;25;03:47:00;227;Viktor Troicki;t840;Paolo Lorenzi;l503;3;2;23;24;1;0;21;6;83;154;99;154;31;100;8;8;100;160;100;160;19;83
2017-580;australian-open;Round of 128;2017-580-dh58-mi43;7;38;03:42:00;222;Alex de Minaur;dh58;Gerald Melzer;mi43;3;2;26;23;1;0;12;7;96;167;99;167;40;105;4;6;105;157;90;157;31;96
2017-580;australian-open;Round of 128;2017-580-bk92-pf39;7;16;01:44:00;104;Alexander Bublik;bk92;Lucas Pouille;pf39;3;1;21;13;0;0;16;9;51;95;62;95;15;55;6;7;55;95;54;95;7;51
2017-580;australian-open;Round of 128;2017-580-z355-h756;7;24;02:54:00;174;Alexander Zverev;z355;Robin Haase;h756;3;2;26;20;0;0;18;10;92;144;93;144;21;81;13;11;81;140;84;140;23;92
2017-580;australian-open;Round of 128;2017-580-d801-cg80;7;39;02:57:00;177;Alexandr Dolgopolov;d801;Borna Coric;cg80;3;1;22;19;1;0;15;9;74;132;87;132;23;79;13;7;79;134;82;134;17;74
2017-580;australian-open;Round of 128;2017-580-sa93-m850;7;58;03:05:00;185;Andreas Seppi;sa93;Paul-Henri Mathieu;m850;3;1;26;22;1;1;33;6;93;159;113;159;21;84;16;8;84;148;101;148;19;93
2017-580;australian-open;Round of 128;2017-580-w630-pg32;7;62;02:25:00;145;Andrew Whittington;w630;Adam Pavlasek;pg32;3;1;22;15;0;0;12;10;64;112;75;112;19;66;13;3;66;107;63;107;16;64
2017-580;australian-open;Round of 128;2017-580-re44-l575;7;56;02:50:00;170;Andrey Rublev;re44;Yen-Hsun Lu;l575;3;1;23;18;1;0;19;6;74;142;92;142;18;66;16;7;66;117;72;117;16;74
2017-580;australian-open;Round of 128;2017-580-mc10-me89;7;1;02:47:00;167;Andy Murray;mc10;Illya Marchenko;me89;3;0;20;13;1;0;11;4;53;112;70;112;18;53;6;6;53;99;54;99;9;53
2017-580;australian-open;Round of 128;2017-580-pd31-h355;7;54;01:37:00;97;Benoit Paire;pd31;Tommy Haas;h355;2;0;13;10;1;0;23;4;42;74;51;74;19;43;5;5;43;84;49;84;8;42
2017-580;australian-open;Round of 128;2017-580-ta46-bd20;7;27;01:37:00;97;Bernard Tomic;ta46;Thomaz Bellucci;bd20;3;0;18;7;0;0;12;2;45;70;56;70;21;55;10;3;55;83;45;83;6;45
2017-580;australian-open;Round of 128;2017-580-b884-a829;7;34;03:56:00;236;Carlos Berlocq;b884;Radu Albot;a829;3;1;25;23;2;0;18;5;92;157;104;157;36;110;7;2;110;154;99;154;22;92
2017-580;australian-open;Round of 128;2017-580-e687-bf23;7;44;01:56:00;116;Daniel Evans;e687;Facundo Bagnis;bf23;3;0;19;10;1;0;14;3;51;88;65;88;16;50;10;4;50;94;52;94;8;51
2017-580;australian-open;Round of 128;2017-580-f401-j553;7;21;01:26:00;86;David Ferrer;f401;Omar Jasika;j553;3;0;18;5;0;0;4;2;45;67;49;67;18;43;1;5;43;68;34;68;7;45
2017-580;australian-open;Round of 128;2017-580-gb88-o522;7;11;02:56:00;176;David Goffin;gb88;Reilly Opelka;o522;3;2;26;22;0;0;13;7;76;146;102;146;21;85;21;7;85;144;92;144;17;76
2017-580;australian-open;Round of 128;2017-580-i165-d646;7;46;02:35:00;155;Denis Istomin;i165;Ivan Dodig;d646;3;1;22;16;0;0;14;2;78;119;80;119;18;65;7;11;65;113;67;113;17;78
2017-580;australian-open;Round of 128;2017-580-sm37-c882;7;22;01:22:00;82;Diego Schwartzman;sm37;Pablo Cuevas;c882;3;0;18;6;0;0;6;4;42;72;52;72;18;43;7;6;43;80;38;80;12;42
2017-580;australian-open;Round of 128;2017-580-tb69-sl28;7;8;02:54:00;174;Dominic Thiem;tb69;Jan-Lennard Struff;sl28;3;1;22;17;0;0;12;9;62;132;82;132;15;73;13;10;73;140;85;140;10;62
2017-580;australian-open;Round of 128;2017-580-y124-f586;7;63;02:30:00;150;Donald Young;y124;Thomas Fabbiano;f586;3;0;19;14;1;0;8;6;67;118;71;118;30;65;1;5;65;114;62;114;19;67
2017-580;australian-open;Round of 128;2017-580-sc56-g710;7;57;02:34:00;154;Dudi Sela;sc56;Marcel Granollers;g710;3;1;23;12;0;0;1;3;84;113;67;113;31;69;4;2;69;112;54;112;30;84
2017-580;australian-open;Round of 128;2017-580-l987-r612;7;50;02:00:00;120;Dusan Lajovic;l987;Stephane Robert;r612;3;0;18;9;0;0;4;4;57;96;59;96;25;54;3;5;54;100;52;100;15;57
2017-580;australian-open;Round of 128;2017-580-e873-mm58;7;42;02:36:00;156;Ernesto Escobedo;e873;Daniil Medvedev;mm58;3;1;24;18;1;0;9;3;67;122;87;122;18;79;15;9;79;135;90;135;16;67
2017-580;australian-open;Round of 128;2017-580-f510-l397;7;28;02:03:00;123;Fabio Fognini;f510;Feliciano Lopez;l397;3;0;20;13;0;0;5;3;43;81;61;81;22;70;14;8;70;133;72;133;5;43
2017-580;australian-open;Round of 128;2017-580-td51-k926;7;61;02:37:00;157;Frances Tiafoe;td51;Mikhail Kukushkin;k926;3;1;24;13;0;1;13;4;63;114;79;114;21;65;9;3;65;111;66;111;12;63
2017-580;australian-open;Round of 128;2017-580-mc65-v708;7;6;01:32:00;92;Gael Monfils;mc65;Jiri Vesely;v708;3;0;18;7;0;0;4;3;34;71;53;71;18;46;2;8;46;74;39;74;6;34
2017-580;australian-open;Round of 128;2017-580-ma30-fb98;7;52;02:14:00;134;Gilles Muller;ma30;Taylor Fritz;fb98;3;0;20;15;2;0;30;4;70;108;80;108;17;70;12;4;70;103;71;103;12;70
2017-580;australian-open;Round of 128;2017-580-sd32-mp01;7;25;01:51:00;111;Gilles Simon;sd32;Michael Mmoh;mp01;3;0;18;7;0;0;2;3;39;83;56;83;23;51;4;4;51;77;38;77;14;39
2017-580;australian-open;Round of 128;2017-580-d875-o483;7;15;02:02:00;122;Grigor Dimitrov;d875;Christopher O'Connell;o483;3;0;19;12;1;0;15;0;47;81;67;81;20;64;6;1;64;110;67;110;1;47
2017-580;australian-open;Round of 128;2017-580-ch27-o376;7;36;01:45:00;105;Hyeon Chung;ch27;Renzo Olivo;o376;3;0;18;7;0;0;4;1;39;69;48;69;14;38;6;7;38;80;40;80;12;39
2017-580;australian-open;Round of 128;2017-580-k336-z184;7;20;05:15:00;315;Ivo Karlovic;k336;Horacio Zeballos;z184;2;2;22;20;0;1;76;12;140;213;171;213;27;152;32;9;152;237;174;237;13;140
2017-580;australian-open;Round of 128;2017-580-sm25-h996;7;23;02:13:00;133;Jack Sock;sm25;Pierre-Hugues Herbert;h996;3;0;19;13;1;0;10;6;69;105;71;105;19;68;15;4;68;104;65;104;13;69
2017-580;australian-open;Round of 128;2017-580-ca12-a479;7;35;00:23:00;23;Jeremy Chardy;ca12;Nicolas Almagro;a479;1;0;4;0;0;0;3;3;13;20;13;20;3;6;1;1;6;15;5;15;3;13
2017-580;australian-open;Round of 128;2017-580-t786-mj08;7;12;02:23:00;143;Jo-Wilfried Tsonga;t786;Thiago Monteiro;mj08;3;1;24;13;0;1;20;5;49;103;77;103;21;60;4;8;60;111;63;111;6;49
2017-580;australian-open;Round of 128;2017-580-i186-k776;7;19;02:23:00;143;John Isner;i186;Konstantin Kravchuk;k776;3;1;24;15;0;1;35;6;79;111;87;111;15;74;20;4;74;112;76;112;12;79
2017-580;australian-open;Round of 128;2017-580-tc61-sh90;7;60;03:21:00;201;Jordan Thompson;tc61;Joao Sousa;sh90;3;2;28;19;0;1;21;1;96;146;97;146;25;74;4;5;74;132;80;132;26;96
2017-580;australian-open;Round of 128;2017-580-ke29-me82;7;49;02:45:00;165;Karen Khachanov;ke29;Adrian Mannarino;me82;3;1;22;19;1;0;32;4;76;126;91;126;23;88;7;1;88;141;94;141;10;76
2017-580;australian-open;Round of 128;2017-580-n552-kb54;7;5;03:34:00;214;Kei Nishikori;n552;Andrey Kuznetsov;kb54;3;2;29;21;0;1;11;0;98;158;101;158;26;78;4;4;78;142;79;142;31;98
2017-580;australian-open;Round of 128;2017-580-e831-g725;7;41;01:50:00;110;Kyle Edmund;e831;Santiago Giraldo;g725;3;0;19;10;0;0;12;2;43;78;59;78;16;48;6;4;48;85;49;85;4;43
2017-580;australian-open;Round of 128;2017-580-l797-r772;7;26;03:20:00;200;Lukas Lacko;l797;Albert Ramos-Vinolas;r772;3;2;24;24;0;0;17;4;86;140;94;140;23;86;21;11;86;151;95;151;22;86
2017-580;australian-open;Round of 128;2017-580-j267-sc47;7;47;02:00:00;120;Malek Jaziri;j267;Go Soeda;sc47;3;0;18;10;0;0;7;4;35;77;53;77;17;53;5;2;53;99;52;99;5;35
2017-580;australian-open;Round of 128;2017-580-b837-y061;7;33;01:05:00;65;Marcos Baghdatis;b837;Mikhail Youzhny;y061;2;0;9;3;0;0;5;1;18;36;26;36;13;31;1;2;31;49;25;49;2;18
2017-580;australian-open;Round of 128;2017-580-c977-j397;7;7;03:05:00;185;Marin Cilic;c977;Jerzy Janowicz;j397;3;2;26;19;0;0;27;8;75;127;93;127;33;92;17;7;92;136;86;136;13;75
2017-580;australian-open;Round of 128;2017-580-r975-ba65;7;3;01:33:00;93;Milos Raonic;r975;Dustin Brown;ba65;3;0;18;9;0;0;18;5;50;79;59;79;21;55;3;7;55;93;54;93;9;50
2017-580;australian-open;Round of 128;2017-580-z168-g476;7;64;02:22:00;142;Mischa Zverev;z168;Guillermo Garcia-Lopez;g476;3;0;19;13;1;0;8;2;69;100;64;100;18;54;3;4;54;99;56;99;20;69
2017-580;australian-open;Round of 128;2017-580-ke17-e698;7;14;01:25:00;85;Nick Kyrgios;ke17;Gastao Elias;e698;3;0;18;5;0;0;9;3;36;64;51;64;14;34;4;3;34;67;33;67;7;36
2017-580;australian-open;Round of 128;2017-580-rc96-f811;7;55;03:08:00;188;Noah Rubin;rc96;Bjorn Fratangelo;f811;3;2;28;22;0;1;15;6;94;160;101;160;34;112;9;8;112;174;99;174;24;94
2017-580;australian-open;Round of 128;2017-580-d643-v306;7;2;02:20:00;140;Novak Djokovic;d643;Fernando Verdasco;v306;3;0;19;9;1;0;2;2;60;94;62;94;22;55;5;5;55;106;53;106;16;60
2017-580;australian-open;Round of 128;2017-580-cd85-pb22;7;30;02:23:00;143;Pablo Carreno Busta;cd85;Peter Polansky;pb22;3;2;21;14;0;0;21;8;59;101;68;101;32;73;10;5;73;123;63;123;10;59
2017-580;australian-open;Round of 128;2017-580-l503-d994;7;51;03:16:00;196;Paolo Lorenzi;l503;James Duckworth;d994;3;1;25;21;1;1;10;5;82;141;94;141;15;70;8;7;70;142;91;142;18;82
2017-580;australian-open;Round of 128;2017-580-k435-bg23;7;32;02:32:00;152;Philipp Kohlschreiber;k435;Nikoloz Basilashvili;bg23;3;1;22;20;1;0;12;4;66;114;79;114;31;94;3;2;94;137;85;137;15;66
2017-580;australian-open;Round of 128;2017-580-s694-t315;7;59;01:59:00;119;Radek Stepanek;s694;Dmitry Tursunov;t315;3;0;19;11;1;0;15;4;65;99;72;99;19;58;5;5;58;87;52;87;13;65
2017-580;australian-open;Round of 128;2017-580-n409-mb02;7;9;02:04:00;124;Rafael Nadal;n409;Florian Mayer;mb02;3;0;18;11;0;0;6;0;53;76;60;76;25;66;7;1;66;102;63;102;12;53
2017-580;australian-open;Round of 128;2017-580-g628-mm79;7;18;01:53:00;113;Richard Gasquet;g628;Blake Mott;mm79;3;0;18;10;0;0;2;1;52;82;58;82;18;49;7;3;49;78;46;78;14;52
2017-580;australian-open;Round of 128;2017-580-bd06-pc11;7;13;01:24:00;84;Roberto Bautista Agut;bd06;Guido Pella;pc11;3;0;18;5;0;0;7;1;38;60;49;60;17;40;5;5;40;67;31;67;1;38
2017-580;australian-open;Round of 128;2017-580-f324-m762;7;17;02:05:00;125;Roger Federer;f324;Jurgen Melzer;m762;3;1;22;15;0;0;19;1;66;103;71;103;36;83;4;1;83;111;62;111;15;66
2017-580;australian-open;Round of 128;2017-580-sc73-dc58;7;40;03:05:00;185;Rogerio Dutra Silva;sc73;Jared Donaldson;dc58;3;2;21;21;0;0;13;3;77;130;80;130;26;78;9;5;78;132;81;132;23;77
2017-580;australian-open;Round of 128;2017-580-h940-m873;7;45;02:03:00;123;Ryan Harrison;h940;Nicolas Mahut;m873;3;0;18;9;0;0;8;3;50;77;52;77;23;57;1;5;57;95;49;95;12;50
2017-580;australian-open;Round of 128;2017-580-q927-hb64;7;31;02:46:00;166;Sam Querrey;q927;Quentin Halys;hb64;3;1;25;20;1;1;31;10;81;133;95;133;23;88;24;9;88;151;99;151;9;81
2017-580;australian-open;Round of 128;2017-580-w367-k966;7;4;03:24:00;204;Stan Wawrinka;w367;Martin Klizan;k966;3;2;27;25;0;0;21;6;102;160;105;160;43;120;7;2;120;157;101;157;24;102
2017-580;australian-open;Round of 128;2017-580-d632-g940;7;37;02:11:00;131;Steve Darcis;d632;Sam Groth;g940;3;1;21;13;0;0;3;0;58;91;66;91;19;63;19;8;63;115;68;115;10;58
2017-580;australian-open;Round of 128;2017-580-j386-d874;7;48;02:00:00;120;Steve Johnson;j386;Federico Delbonis;d874;3;0;18;11;0;0;17;1;43;79;63;79;12;49;2;5;49;86;52;86;3;43
2017-580;australian-open;Round of 128;2017-580-ba47-v495;7;10;00:40:00;40;Tomas Berdych;ba47;Luca Vanni;v495;1;0;6;1;0;0;2;2;10;22;17;22;10;18;1;3;18;28;12;28;2;10
2017-580;australian-open;Round of 128;2017-580-e224-bh09;7;43;03:10:00;190;Victor Estrella Burgos;e224;Aljaz Bedene;bh09;3;1;20;20;1;0;4;6;99;143;83;143;22;73;10;8;73;135;82;135;36;99
2017-580;australian-open;Round of 128;2017-580-t840-d923;7;29;02:47:00;167;Viktor Troicki;t840;Damir Dzumhur;d923;3;2;22;23;0;0;14;2;80;123;82;123;23;80;1;8;80;143;88;143;22;80
